Accesion	Protein Description	Genes	# of Peptides	1-sort	2-sort	3-sort	4-sort		1-unsort	2-unsort	3-unsort	4-unsort
P47964	60S ribosomal protein L36	Rpl36	5	7.56E+07	9.08E+07	6.36E+07	6.17E+07		7.72E+07	8.47E+07	6.21E+07	6.07E+07
Q8BTM8	Filamin-A	Flna	147	8.91E+07	9.04E+07	8.91E+07	7.96E+07		9.18E+07	9.53E+07	8.01E+07	8.34E+07
Q9D8N0	Elongation factor 1-gamma	Eef1g	32	7.69E+07	9.01E+07	7.61E+07	8.31E+07		8.21E+07	8.97E+07	6.96E+07	8.69E+07
P50446;Q922U2	"Keratin, type II cytoskeletal 6A"	Krt5;Krt6a	3	3.40E+07	8.75E+07	1.75E+08	9.09E+07		5.58E+07	1.25E+08	5.67E+07	1.79E+08
O35737;Q9Z2X1	Heterogeneous nuclear ribonucleoprotein H	Hnrnpf;Hnrnph1	1	7.16E+07	8.67E+07	9.41E+07	7.65E+07		7.47E+07	8.26E+07	9.91E+07	1.01E+08
P62259	14-3-3 protein epsilon	Ywhae	25	1.01E+08	8.66E+07	9.63E+07	9.84E+07		1.09E+08	8.76E+07	8.62E+07	1.01E+08
P06151;P16125	L-lactate dehydrogenase A chain	Ldha;Ldhb	1	1.03E+08	8.62E+07	6.18E+07	4.19E+07		9.63E+07	9.68E+07	5.94E+07	6.08E+07
P62830	60S ribosomal protein L23	Rpl23	10	8.17E+07	8.62E+07	6.54E+07	6.66E+07		8.68E+07	8.84E+07	6.21E+07	6.98E+07
P80313	T-complex protein 1 subunit eta	Cct7	43	8.02E+07	8.61E+07	8.29E+07	7.81E+07		8.61E+07	8.32E+07	7.70E+07	8.09E+07
P80318	T-complex protein 1 subunit gamma	Cct3	46	8.25E+07	8.57E+07	7.93E+07	7.61E+07		8.47E+07	8.51E+07	6.74E+07	7.63E+07
P35564	Calnexin	Canx	41	8.81E+07	8.55E+07	8.91E+07	8.82E+07		8.11E+07	8.65E+07	8.50E+07	8.06E+07
P29341	Polyadenylate-binding protein 1	Pabpc1	40	6.49E+07	8.44E+07	5.85E+07	7.30E+07		7.07E+07	8.07E+07	5.42E+07	7.70E+07
P84104	Serine/arginine-rich splicing factor 3	Srsf3	5	6.06E+07	8.36E+07	6.44E+07	7.11E+07		6.10E+07	6.32E+07	6.14E+07	7.45E+07
P61358	60S ribosomal protein L27	Rpl27	10	9.43E+07	8.35E+07	8.17E+07	9.15E+07		9.58E+07	1.09E+08	8.24E+07	8.62E+07
P80315	T-complex protein 1 subunit delta	Cct4	36	8.19E+07	8.26E+07	7.90E+07	7.77E+07		8.51E+07	8.89E+07	6.91E+07	8.38E+07
P70168	Importin subunit beta-1	Kpnb1	48	7.04E+07	8.25E+07	7.48E+07	7.84E+07		7.21E+07	8.33E+07	6.89E+07	8.29E+07
Q6ZWV7	60S ribosomal protein L35	Rpl35	6	7.25E+07	8.24E+07	6.73E+07	6.48E+07		8.42E+07	7.68E+07	5.84E+07	7.04E+07
P09405	Nucleolin	Ncl	44	7.82E+07	8.23E+07	7.22E+07	6.83E+07		8.29E+07	8.14E+07	6.62E+07	6.80E+07
P62281	40S ribosomal protein S11	Rps11	15	6.82E+07	8.22E+07	6.57E+07	5.50E+07		7.31E+07	6.81E+07	4.57E+07	7.15E+07
P68372;P99024;Q7TMM9;Q9CWF2	Tubulin beta-4B chain	Tubb2a;Tubb2b;Tubb4b;Tubb5	4	4.29E+07	8.13E+07	1.27E+08	9.64E+07		5.53E+07	8.37E+07	7.28E+07	1.14E+08
P60335	Poly(rC)-binding protein 1	Pcbp1	13	7.70E+07	8.05E+07	7.40E+07	5.98E+07		7.59E+07	7.24E+07	6.94E+07	6.12E+07
P35276;P35283;P55258;P56371;P61027;P61028;P62821;P62823;P63011;Q6PHN9;Q8BHC1;Q8CG50;Q91V41;Q91ZR1;Q923S9;Q9D1G1	Ras-related protein Rab-3D	Rab10;Rab12;Rab14;Rab1A;Rab1b;Rab30;Rab35;Rab39b;Rab3a;Rab3c;Rab3d;Rab43;Rab4a;Rab4b;Rab8a;Rab8b	1	7.65E+07	8.01E+07	9.45E+07	1.03E+08		7.05E+07	7.26E+07	9.37E+07	1.06E+08
A0A7N9VR94	AHNAK nucleoprotein 2	Ahnak2	65	6.63E+07	7.99E+07	6.31E+07	8.06E+07		6.08E+07	8.11E+07	6.06E+07	7.25E+07
P97461	40S ribosomal protein S5	Rps5	13	5.92E+07	7.97E+07	5.54E+07	4.85E+07		6.61E+07	6.73E+07	4.97E+07	5.71E+07
P61750;P84084;Q8BSL7	ADP-ribosylation factor 4	Arf2;Arf4;Arf5	5	3.66E+07	7.96E+07	8.86E+07	1.26E+08		4.73E+07	6.84E+07	9.49E+07	1.10E+08
P26040;P26041;P26043	Ezrin	Ezr;Msn;Rdx	10	7.59E+07	7.93E+07	8.65E+07	9.71E+07		8.56E+07	8.08E+07	8.32E+07	1.05E+08
P14869	60S acidic ribosomal protein P0	Rplp0	14	6.65E+07	7.91E+07	5.36E+07	5.67E+07		7.09E+07	7.45E+07	5.36E+07	6.02E+07
P61982;P68254;P68510;Q9CQV8	14-3-3 protein gamma	Ywhab;Ywhag;Ywhah;Ywhaq	1	9.20E+07	7.84E+07	5.28E+07	5.73E+07		9.37E+07	9.17E+07	5.90E+07	5.79E+07
Q61171	Peroxiredoxin-2	Prdx2	11	6.96E+07	7.81E+07	7.86E+07	7.44E+07		7.20E+07	7.50E+07	7.46E+07	7.84E+07
P62918	60S ribosomal protein L8	Rpl8	18	8.17E+07	7.78E+07	6.03E+07	6.57E+07		8.82E+07	9.01E+07	5.29E+07	6.52E+07
P38647	"Stress-70 protein, mitochondrial"	Hspa9	55	8.61E+07	7.75E+07	8.60E+07	8.13E+07		8.75E+07	7.03E+07	8.79E+07	8.12E+07
O70251	Elongation factor 1-beta	Eef1b	10	7.38E+07	7.71E+07	5.88E+07	6.15E+07		6.75E+07	6.70E+07	6.51E+07	6.06E+07
Q8VDW0;Q9Z1N5	ATP-dependent RNA helicase DDX39A	Ddx39a;Ddx39b	13	8.10E+07	7.66E+07	7.34E+07	6.95E+07		8.41E+07	7.91E+07	7.03E+07	6.96E+07
P19324	Serpin H1	Serpinh1	27	7.93E+07	7.62E+07	8.28E+07	6.26E+07		7.67E+07	6.55E+07	7.74E+07	6.02E+07
Q60864	Stress-induced-phosphoprotein 1	Stip1	58	7.46E+07	7.57E+07	5.97E+07	6.85E+07		7.67E+07	7.22E+07	5.18E+07	6.82E+07
O55142	60S ribosomal protein L35a	Rpl35a	12	7.55E+07	7.49E+07	5.14E+07	3.87E+07		6.74E+07	7.22E+07	4.14E+07	4.44E+07
P05202	"Aspartate aminotransferase, mitochondrial"	Got2	32	6.47E+07	7.43E+07	6.69E+07	6.71E+07		6.14E+07	6.19E+07	9.34E+07	6.88E+07
Q9CPR4	60S ribosomal protein L17	Rpl17	14	7.12E+07	7.41E+07	5.98E+07	6.88E+07		7.51E+07	7.54E+07	6.27E+07	6.71E+07
Q62093	Serine/arginine-rich splicing factor 2	Srsf2	8	7.44E+07	7.39E+07	5.91E+07	4.89E+07		7.79E+07	7.65E+07	6.56E+07	5.22E+07
Q02053	Ubiquitin-like modifier-activating enzyme 1	Uba1	50	6.40E+07	7.35E+07	8.25E+07	7.79E+07		6.87E+07	6.97E+07	7.84E+07	8.36E+07
Q6ZWU9;Q6ZWY3	40S ribosomal protein S27	Rps27;Rps27l	4	6.42E+07	7.32E+07	3.82E+07	2.83E+07		6.64E+07	7.08E+07	2.20E+07	4.95E+07
O35326;Q3TWW8;Q8VE97	Serine/arginine-rich splicing factor 5	Srsf4;Srsf5;Srsf6	1	6.29E+07	7.29E+07	6.17E+07	4.85E+07		6.90E+07	6.93E+07	5.47E+07	5.51E+07
O88990;P57780;Q7TPR4;Q9JI91	Alpha-actinin-3	Actn1;Actn2;Actn3;Actn4	10	4.96E+07	7.28E+07	6.44E+07	6.53E+07		5.38E+07	5.93E+07	1.39E+08	7.47E+07
Q9CQN1	"Heat shock protein 75 kDa, mitochondrial"	Trap1	38	7.67E+07	7.26E+07	8.45E+07	8.47E+07		7.62E+07	6.68E+07	8.17E+07	8.41E+07
Q62465	Synaptic vesicle membrane protein VAT-1 homolog	Vat1	24	4.25E+07	7.20E+07	3.27E+07	5.22E+07		4.55E+07	6.63E+07	3.60E+07	6.43E+07
P61089	Ubiquitin-conjugating enzyme E2 N	Ube2n	10	7.00E+07	7.16E+07	6.15E+07	5.20E+07		7.04E+07	6.96E+07	5.88E+07	5.72E+07
Q9QXS1	Plectin	Plec	408	7.74E+07	7.11E+07	7.60E+07	6.62E+07		7.64E+07	7.01E+07	7.74E+07	6.52E+07
P63001	Ras-related C3 botulinum toxin substrate 1	Rac1	11	8.33E+07	7.05E+07	7.38E+07	4.62E+07		8.59E+07	8.38E+07	5.94E+07	6.48E+07
Q9WVA4	Transgelin-2	Tagln2	20	8.51E+07	7.03E+07	7.69E+07	7.00E+07		9.23E+07	7.37E+07	6.51E+07	8.70E+07
Q6ZWV3	60S ribosomal protein L10	Rpl10	13	7.84E+07	7.02E+07	5.45E+07	4.50E+07		8.89E+07	8.51E+07	4.85E+07	5.19E+07
P16110	Galectin-3	Lgals3	14	4.27E+07	7.01E+07	5.14E+07	5.85E+07		4.63E+07	6.15E+07	4.25E+07	6.46E+07
Q9CQ65	S-methyl-5'-thioadenosine phosphorylase	Mtap	27	7.64E+07	6.99E+07	8.70E+07	6.12E+07		7.82E+07	7.63E+07	6.82E+07	7.46E+07
Q9CZN7	"Serine hydroxymethyltransferase, mitochondrial"	Shmt2	31	6.84E+07	6.89E+07	7.58E+07	6.21E+07		7.00E+07	6.08E+07	6.89E+07	5.93E+07
P25444	40S ribosomal protein S2	Rps2	19	6.47E+07	6.88E+07	5.49E+07	5.82E+07		6.39E+07	6.87E+07	5.01E+07	6.02E+07
P62267	40S ribosomal protein S23	Rps23	7	7.23E+07	6.83E+07	4.86E+07	5.26E+07		7.64E+07	7.43E+07	5.03E+07	5.01E+07
P10630;P60843	Eukaryotic initiation factor 4A-II	Eif4a1;Eif4a2	14	4.13E+07	6.83E+07	4.93E+07	6.02E+07		4.98E+07	6.00E+07	4.96E+07	6.70E+07
P63276	40S ribosomal protein S17	Rps17	13	4.95E+07	6.82E+07	4.96E+07	5.54E+07		6.21E+07	6.18E+07	4.13E+07	5.90E+07
P97351	40S ribosomal protein S3a	Rps3a	31	6.34E+07	6.80E+07	4.60E+07	4.79E+07		6.60E+07	6.90E+07	4.31E+07	5.20E+07
Q3THE2	Myosin regulatory light chain 12B	Myl12b	5	3.30E+07	6.79E+07	5.38E+07	7.56E+07		4.31E+07	5.72E+07	5.24E+07	8.15E+07
P06745	Glucose-6-phosphate isomerase	Gpi	31	5.66E+07	6.63E+07	4.57E+07	6.44E+07		5.88E+07	6.12E+07	6.11E+07	7.60E+07
P42932	T-complex protein 1 subunit theta	Cct8	51	6.40E+07	6.59E+07	6.10E+07	6.32E+07		6.74E+07	6.69E+07	5.46E+07	6.37E+07
P14152	"Malate dehydrogenase, cytoplasmic"	Mdh1	17	7.04E+07	6.51E+07	7.18E+07	7.15E+07		6.99E+07	6.64E+07	1.32E+08	7.57E+07
P84099	60S ribosomal protein L19	Rpl19	11	6.18E+07	6.40E+07	4.40E+07	4.14E+07		6.63E+07	6.83E+07	4.54E+07	3.94E+07
P17751	Triosephosphate isomerase	Tpi1	17	6.66E+07	6.39E+07	6.27E+07	7.35E+07		7.21E+07	6.16E+07	1.13E+08	8.24E+07
P62717	60S ribosomal protein L18a	Rpl18a	13	5.85E+07	6.39E+07	4.64E+07	3.88E+07		6.61E+07	6.61E+07	3.73E+07	4.97E+07
Q99PT1	Rho GDP-dissociation inhibitor 1	Arhgdia	15	5.78E+07	6.35E+07	6.28E+07	5.83E+07		5.68E+07	5.25E+07	5.88E+07	5.50E+07
P62751	60S ribosomal protein L23a	Rpl23a	11	7.20E+07	6.35E+07	6.02E+07	6.50E+07		7.57E+07	7.45E+07	5.55E+07	6.25E+07
P49312	Heterogeneous nuclear ribonucleoprotein A1	Hnrnpa1	24	3.92E+07	6.30E+07	4.62E+07	5.00E+07		4.44E+07	5.09E+07	4.56E+07	5.04E+07
P63158	High mobility group protein B1	Hmgb1	14	8.90E+07	6.25E+07	6.72E+07	5.83E+07		8.30E+07	7.11E+07	7.04E+07	5.72E+07
P45376	Aldo-keto reductase family 1 member B1	Akr1b1	22	6.23E+07	6.25E+07	7.28E+07	7.76E+07		6.55E+07	6.81E+07	7.96E+07	8.42E+07
P47962	60S ribosomal protein L5	Rpl5	30	5.94E+07	6.14E+07	5.57E+07	5.36E+07		6.56E+07	6.02E+07	4.82E+07	5.68E+07
P12970	60S ribosomal protein L7a	Rpl7a	23	5.94E+07	6.10E+07	4.77E+07	5.34E+07		6.28E+07	6.52E+07	4.54E+07	5.44E+07
Q60668	Heterogeneous nuclear ribonucleoprotein D0	Hnrnpd	23	5.38E+07	6.10E+07	5.44E+07	5.94E+07		6.65E+07	6.07E+07	5.82E+07	6.30E+07
Q922Q8	Leucine-rich repeat-containing protein 59	Lrrc59	17	5.66E+07	6.05E+07	5.04E+07	4.95E+07		6.29E+07	5.53E+07	4.56E+07	5.34E+07
P56391	Cytochrome c oxidase subunit 6B1	Cox6b1	5	4.44E+07	5.98E+07	7.45E+07	1.89E+07		3.86E+07	4.28E+07	4.39E+07	4.14E+07
P0C0S6;Q3THW5	Histone H2A.Z	H2az1;H2az2	4	7.23E+07	5.97E+07	7.07E+07	6.15E+07		6.16E+07	5.67E+07	5.59E+07	6.17E+07
Q8VHX6	Filamin-C	Flnc	133	5.59E+07	5.83E+07	6.98E+07	5.61E+07		5.58E+07	5.74E+07	8.16E+07	6.25E+07
Q9D0E1	Heterogeneous nuclear ribonucleoprotein M	Hnrnpm	58	5.86E+07	5.75E+07	5.86E+07	5.01E+07		5.80E+07	5.54E+07	5.32E+07	5.23E+07
P11983	T-complex protein 1 subunit alpha	Tcp1	41	4.69E+07	5.73E+07	5.51E+07	5.21E+07		5.33E+07	5.23E+07	4.69E+07	5.57E+07
P80314	T-complex protein 1 subunit beta	Cct2	45	5.07E+07	5.67E+07	5.27E+07	5.86E+07		5.26E+07	5.68E+07	4.98E+07	6.13E+07
Q8CCK0;Q9QZQ8	Core histone macro-H2A.2	Macroh2a1;Macroh2a2	2	1.21E+07	5.66E+07	3.37E+07	6.73E+07		1.72E+07	1.44E+07	5.69E+07	7.27E+07
P99024;Q7TMM9;Q9CWF2;Q9ERD7	Tubulin beta-5 chain	Tubb2a;Tubb2b;Tubb3;Tubb5	5	4.20E+07	5.66E+07	1.02E+07	3.84E+07		4.46E+07	4.54E+07	2.03E+07	4.07E+07
Q9CZM2	60S ribosomal protein L15	Rpl15	15	5.99E+07	5.65E+07	5.42E+07	5.00E+07		6.23E+07	6.26E+07	5.05E+07	4.89E+07
O89086	RNA-binding protein 3	Rbm3	10	3.22E+07	5.65E+07	5.49E+07	8.41E+07		4.79E+07	5.18E+07	5.93E+07	8.18E+07
P68254	14-3-3 protein theta	Ywhaq	14	5.58E+07	5.62E+07	5.79E+07	5.55E+07		6.11E+07	5.85E+07	4.97E+07	6.09E+07
E9Q5C9	Nucleolar and coiled-body phosphoprotein 1	Nolc1	28	5.04E+07	5.60E+07	3.81E+07	4.55E+07		4.55E+07	4.77E+07	3.58E+07	4.32E+07
P63323	40S ribosomal protein S12	Rps12	10	4.93E+07	5.55E+07	3.79E+07	1.15E+07		5.22E+07	5.37E+07	1.22E+07	2.48E+07
P19253	60S ribosomal protein L13a	Rpl13a	12	5.89E+07	5.53E+07	5.37E+07	5.48E+07		6.22E+07	6.37E+07	4.67E+07	5.77E+07
P40142	Transketolase	Tkt	34	5.89E+07	5.35E+07	5.16E+07	4.93E+07		6.03E+07	5.56E+07	5.10E+07	5.17E+07
O54724	Caveolae-associated protein 1	Cavin1	24	5.63E+07	5.34E+07	6.75E+07	5.35E+07		5.97E+07	5.28E+07	6.82E+07	5.26E+07
Q61647	Hyaluronan synthase 1	Has1	1	3.70E+07	5.34E+07	5.23E+07	4.76E+07		3.79E+07	3.57E+07	5.06E+07	4.62E+07
P08030	Adenine phosphoribosyltransferase	Aprt	11	4.08E+07	5.33E+07	3.77E+07	3.74E+07		4.14E+07	4.58E+07	3.43E+07	4.23E+07
Q61990	Poly(rC)-binding protein 2	Pcbp2	9	5.57E+07	5.31E+07	4.95E+07	5.09E+07		5.50E+07	6.28E+07	4.72E+07	5.18E+07
P17918	Proliferating cell nuclear antigen	Pcna	18	4.34E+07	5.28E+07	4.56E+07	4.92E+07		4.56E+07	4.78E+07	3.90E+07	5.01E+07
Q6ZQ38	Cullin-associated NEDD8-dissociated protein 1	Cand1	66	4.85E+07	5.22E+07	4.93E+07	5.16E+07		4.88E+07	5.21E+07	4.62E+07	5.26E+07
P57780	Alpha-actinin-4	Actn4	53	4.49E+07	5.21E+07	4.78E+07	4.61E+07		4.65E+07	4.69E+07	4.63E+07	4.95E+07
Q9D1R9	60S ribosomal protein L34	Rpl34	8	4.18E+07	5.20E+07	3.50E+07	3.38E+07		4.72E+07	4.15E+07	2.23E+07	3.45E+07
P62821	Ras-related protein Rab-1A	Rab1A	7	4.20E+07	5.17E+07	4.86E+07	5.73E+07		3.99E+07	4.55E+07	5.37E+07	5.63E+07
Q99020;Q9Z130	Heterogeneous nuclear ribonucleoprotein A/B	Hnrnpab;Hnrnpdl	1	5.49E+07	5.15E+07	NaN	3.62E+07		5.44E+07	5.88E+07	3.05E+07	3.90E+07
Q61033	"Lamina-associated polypeptide 2, isoforms alpha/zeta"	Tmpo	42	5.90E+07	5.14E+07	5.77E+07	4.74E+07		5.70E+07	4.97E+07	4.86E+07	4.60E+07
P24369	Peptidyl-prolyl cis-trans isomerase B	Ppib	13	5.16E+07	5.14E+07	5.79E+07	6.24E+07		4.96E+07	4.87E+07	5.96E+07	5.88E+07
P56135	"ATP synthase subunit f, mitochondrial"	Atp5mf	4	4.15E+07	5.13E+07	5.13E+07	5.84E+07		4.93E+07	4.00E+07	6.58E+07	7.19E+07
P09103	Protein disulfide-isomerase	P4hb	39	4.42E+07	5.11E+07	4.16E+07	4.11E+07		4.27E+07	4.56E+07	4.08E+07	3.98E+07
P10605	Cathepsin B	Ctsb	20	4.08E+07	5.10E+07	3.49E+07	3.89E+07		4.04E+07	4.57E+07	3.11E+07	4.27E+07
P57722;P60335;Q61990	Poly(rC)-binding protein 3	Pcbp1;Pcbp2;Pcbp3	4	5.89E+07	5.10E+07	4.18E+07	4.13E+07		6.01E+07	5.78E+07	3.26E+07	3.87E+07
Q6IRU2	Tropomyosin alpha-4 chain	Tpm4	28	5.07E+07	5.08E+07	4.87E+07	4.84E+07		5.20E+07	4.86E+07	5.22E+07	4.71E+07
P99029	"Peroxiredoxin-5, mitochondrial"	Prdx5	13	4.40E+07	5.08E+07	4.24E+07	3.51E+07		4.37E+07	4.24E+07	3.91E+07	4.51E+07
Q9DCN2	NADH-cytochrome b5 reductase 3	Cyb5r3	24	5.15E+07	5.03E+07	6.18E+07	5.33E+07		5.27E+07	4.55E+07	6.06E+07	5.54E+07
Q9R1P3	Proteasome subunit beta type-2	Psmb2	13	5.49E+07	4.97E+07	5.19E+07	4.73E+07		5.16E+07	4.97E+07	4.59E+07	5.11E+07
P15532	Nucleoside diphosphate kinase A	Nme1	10	4.11E+07	4.97E+07	3.93E+07	5.65E+07		4.25E+07	4.79E+07	3.51E+07	5.88E+07
P26041;P26043	Moesin	Msn;Rdx	3	6.50E+07	4.94E+07	6.01E+07	5.55E+07		6.85E+07	6.21E+07	5.74E+07	5.82E+07
P62965	Cellular retinoic acid-binding protein 1	Crabp1	15	6.59E+07	4.94E+07	6.73E+07	6.34E+07		6.77E+07	5.28E+07	5.60E+07	6.70E+07
P57722;Q61990	Poly(rC)-binding protein 3	Pcbp2;Pcbp3	3	3.91E+07	4.92E+07	5.62E+07	2.51E+07		3.96E+07	4.30E+07	2.63E+07	4.13E+07
P61161	Actin-related protein 2	Actr2	19	3.85E+07	4.90E+07	4.43E+07	4.11E+07		4.10E+07	4.52E+07	4.02E+07	4.05E+07
P00405	Cytochrome c oxidase subunit 2	Mtco2	10	3.75E+07	4.89E+07	6.66E+07	5.63E+07		3.70E+07	4.06E+07	8.40E+07	5.70E+07
P26041	Moesin	Msn	50	5.11E+07	4.88E+07	5.17E+07	5.28E+07		5.85E+07	5.29E+07	5.34E+07	5.77E+07
O08709	Peroxiredoxin-6	Prdx6	20	4.43E+07	4.86E+07	4.58E+07	5.44E+07		4.38E+07	4.80E+07	4.60E+07	5.92E+07
Q9Z2X1	Heterogeneous nuclear ribonucleoprotein F	Hnrnpf	17	5.53E+07	4.86E+07	4.71E+07	4.65E+07		5.26E+07	5.03E+07	4.43E+07	4.18E+07
O70250;Q9DBJ1	Phosphoglycerate mutase 2	Pgam1;Pgam2	7	5.31E+07	4.85E+07	3.94E+07	5.03E+07		6.17E+07	5.76E+07	5.82E+07	5.21E+07
O35495;P11440;P30285;P49615;P97377;Q04735;Q04899;Q14AX6;Q64261;Q69ZA1;Q8K0D0;Q99J95	Cyclin-dependent kinase 14	Cdk1;Cdk12;Cdk13;Cdk14;Cdk16;Cdk17;Cdk18;Cdk2;Cdk4;Cdk5;Cdk6;Cdk9	1	5.02E+07	4.84E+07	2.50E+07	4.51E+07		5.19E+07	6.11E+07	2.93E+07	4.22E+07
Q61316	Heat shock 70 kDa protein 4	Hspa4	59	4.56E+07	4.81E+07	4.76E+07	5.01E+07		4.36E+07	4.82E+07	4.40E+07	5.07E+07
Q9D0T1	NHP2-like protein 1	Snu13	7	4.46E+07	4.81E+07	4.51E+07	3.67E+07		4.71E+07	4.10E+07	3.10E+07	4.42E+07
P15864;P43274;P43276;P43277	Histone H1.2	H1-2;H1-3;H1-4;H1-5	2	8.44E+07	4.79E+07	8.61E+07	2.22E+07		8.54E+07	5.48E+07	6.74E+07	6.44E+07
P51150	Ras-related protein Rab-7a	Rab7a	20	2.91E+07	4.76E+07	3.56E+07	4.68E+07		2.87E+07	3.98E+07	3.41E+07	4.54E+07
Q68FD5	Clathrin heavy chain 1	Cltc	96	3.85E+07	4.75E+07	4.22E+07	4.49E+07		3.88E+07	4.37E+07	3.98E+07	4.77E+07
P68372;P99024;Q7TMM9;Q922F4;Q9CWF2	Tubulin beta-4B chain	Tubb2a;Tubb2b;Tubb4b;Tubb5;Tubb6	1	4.16E+07	4.75E+07	3.28E+07	2.28E+07		4.54E+07	4.42E+07	3.14E+07	2.48E+07
E9QA15	Caldesmon 1	Cald1	48	5.74E+07	4.74E+07	5.99E+07	4.78E+07		5.59E+07	4.97E+07	5.52E+07	4.64E+07
Q9CZY3;Q9D2M8	Ubiquitin-conjugating enzyme E2 variant 1	Ube2v1;Ube2v2	5	5.16E+07	4.73E+07	4.74E+07	4.56E+07		5.26E+07	5.51E+07	4.63E+07	4.38E+07
P62320	Small nuclear ribonucleoprotein Sm D3	Snrpd3	5	4.46E+07	4.73E+07	5.97E+07	3.61E+07		4.49E+07	4.42E+07	3.97E+07	4.64E+07
P07310	Creatine kinase M-type	Ckm	28	NaN	4.70E+07	3.38E+07	6154450		NaN	6884450	9.41E+08	5.28E+07
P13020	Gelsolin	Gsn	38	4.86E+07	4.69E+07	5.56E+07	5.04E+07		4.96E+07	4.47E+07	5.25E+07	5.26E+07
P52293	Importin subunit alpha-1	Kpna2	22	2.92E+07	4.67E+07	1.83E+07	4.14E+07		2.97E+07	4.81E+07	1.68E+07	4.54E+07
O88342	WD repeat-containing protein 1	Wdr1	28	3.68E+07	4.67E+07	3.43E+07	4.03E+07		3.83E+07	4.57E+07	3.40E+07	4.45E+07
P80317	T-complex protein 1 subunit zeta	Cct6a	23	4.05E+07	4.66E+07	4.14E+07	4.18E+07		4.12E+07	4.15E+07	4.19E+07	4.36E+07
P11276	Fibronectin	Fn1	101	6.90E+07	4.66E+07	2.52E+07	1.71E+07		1.14E+08	5.33E+07	2.57E+07	2.11E+07
O35737	Heterogeneous nuclear ribonucleoprotein H	Hnrnph1	11	3.52E+07	4.66E+07	5.10E+07	4.67E+07		3.04E+07	3.73E+07	3.59E+07	3.44E+07
Q60931	Voltage-dependent anion-selective channel protein 3	Vdac3	13	4.23E+07	4.65E+07	4.71E+07	3.39E+07		4.25E+07	3.88E+07	5.36E+07	3.71E+07
Q9Z2U0	Proteasome subunit alpha type-7	Psma7	17	3.99E+07	4.64E+07	5.02E+07	4.88E+07		3.98E+07	4.20E+07	4.56E+07	4.99E+07
Q05816	Fatty acid-binding protein 5	Fabp5	16	4.59E+07	4.63E+07	4.85E+07	1.87E+07		4.86E+07	4.32E+07	1.06E+07	2.65E+07
Q61699	Heat shock protein 105 kDa	Hsph1	52	3.95E+07	4.62E+07	3.29E+07	4.07E+07		3.97E+07	4.29E+07	2.76E+07	4.29E+07
O70503	Very-long-chain 3-oxoacyl-CoA reductase	Hsd17b12	17	2.63E+07	4.61E+07	3.58E+07	4.06E+07		3.24E+07	3.54E+07	3.24E+07	4.30E+07
P08228	Superoxide dismutase [Cu-Zn]	Sod1	12	4.85E+07	4.58E+07	3.70E+07	3.42E+07		4.93E+07	5.06E+07	4.72E+07	3.80E+07
P67984	60S ribosomal protein L22	Rpl22	4	4.83E+07	4.58E+07	4.50E+07	4.61E+07		4.76E+07	5.11E+07	3.88E+07	5.31E+07
P17095	High mobility group protein HMG-I/HMG-Y	Hmga1	6	6.29E+07	4.56E+07	5.25E+07	3.36E+07		5.91E+07	5.55E+07	4.67E+07	4.09E+07
P14733;P21619;P48678	Lamin-B1	Lmna;Lmnb1;Lmnb2	2	5.83E+07	4.54E+07	4.38E+07	3.22E+07		5.32E+07	4.59E+07	4.15E+07	3.06E+07
Q9Z204	Heterogeneous nuclear ribonucleoproteins C1/C2	Hnrnpc	19	4.53E+07	4.52E+07	5.06E+07	5.16E+07		4.43E+07	3.98E+07	4.57E+07	5.02E+07
P22437	Prostaglandin G/H synthase 1	Ptgs1	24	4.10E+07	4.52E+07	5.19E+07	4.80E+07		4.45E+07	3.79E+07	4.58E+07	5.09E+07
P62137;P62141;P63087	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	Ppp1ca;Ppp1cb;Ppp1cc	11	2.75E+07	4.51E+07	4.29E+07	3.01E+07		3.18E+07	4.06E+07	2.91E+07	3.63E+07
P70349	Adenosine 5'-monophosphoramidase HINT1	Hint1	10	3.68E+07	4.45E+07	4.49E+07	3.44E+07		3.57E+07	3.07E+07	4.07E+07	3.89E+07
Q9EQU5	Protein SET	Set	11	4.45E+07	4.45E+07	4.76E+07	4.36E+07		4.32E+07	4.44E+07	4.52E+07	4.24E+07
Q9D0I9	"Arginine--tRNA ligase, cytoplasmic"	Rars1	52	4.18E+07	4.43E+07	4.07E+07	4.39E+07		4.37E+07	4.27E+07	3.69E+07	4.53E+07
Q8VIJ6;Q99K48	"Splicing factor, proline- and glutamine-rich"	Nono;Sfpq	1	3.50E+07	4.42E+07	4.21E+07	3.26E+07		3.82E+07	4.58E+07	3.76E+07	2.88E+07
P17225	Polypyrimidine tract-binding protein 1	Ptbp1	10	3.55E+07	4.42E+07	4.52E+07	4.53E+07		3.60E+07	3.92E+07	4.23E+07	4.24E+07
Q7TPR4;Q9JI91	Alpha-actinin-1	Actn1;Actn2	2	3.15E+07	4.41E+07	5.42E+07	6.83E+07		3.37E+07	3.30E+07	8.10E+07	7.33E+07
P63028	Translationally-controlled tumor protein	Tpt1	10	3.76E+07	4.41E+07	2.47E+07	4.18E+07		3.57E+07	4.15E+07	2.61E+07	3.87E+07
